Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
Gammarana Teramo (TE),Buona,--,n.d.,14,--,--,--,--,--,--,2023-09-16
Montesilvano Montesilvano (PE),Accettabile,18,12,37,0.18,--,--,--,0.4,--,2023-09-16
Ortona Villa Caldari Ortona (CH),Accettabile,16,10,13,0.25,--,93,89,0.2,--,2023-09-16
Porta Reale Teramo (TE),Accettabile,19,--,44,0.10,--,--,--,0.2,--,2023-09-16
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,15,--,--,88,92,0.2,--,2023-09-16
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,5,--,--,100,86,0.2,463.1,2023-09-16
Scuola Antonelli Chieti Scalo (CH),Accettabile,20,13,30,--,2,101,94,0.2,--,2023-09-16
T. D'Annunzio Pescara (PE),Accettabile,16,8,98,n.d.,0,85,76,0.0,--,2023-09-16
Via Amiternum L'Aquila (AQ),Accettabile,14,9,31,--,3,90,104,0.2,--,2023-09-16
Via Firenze Pescara (PE),Buona,20,10,38,0.69,--,--,--,0.3,--,2023-09-16
Via Sacco Pescara (PE),Accettabile,18,--,42,--,--,105,102,--,--,2023-09-16
Arischia L'Aquila (AQ),Accettabile,--,--,4,--,--,103,102,0.5,--,2023-09-15
Atessa Atessa (CH),Buona,17,--,--,0.34,--,--,--,0.3,--,2023-09-15
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,13,9,37,0.41,--,94,83,--,--,2023-09-15
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,14,--,--,124,113,0.2,--,2023-09-15
Francavilla Francavilla al mare (CH),Accettabile,20,13,27,--,--,120,109,0.2,--,2023-09-15
Gammarana Teramo (TE),Buona,--,0,24,--,--,--,--,--,--,2023-09-15
Montesilvano Montesilvano (PE),Accettabile,23,14,36,0.18,--,--,--,0.4,--,2023-09-15
Ortona Villa Caldari Ortona (CH),Accettabile,20,13,21,0.27,--,118,110,0.2,--,2023-09-15
Porta Reale Teramo (TE),Accettabile,n.d.,--,44,0.06,--,--,--,0.2,--,2023-09-15
S. Gregorio S. GREGORIO (AQ),Mediocre,--,--,29,--,--,121,103,0.3,--,2023-09-15
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,4,--,--,126,113,0.1,440.4,2023-09-15
Scuola Antonelli Chieti Scalo (CH),Mediocre,26,18,42,--,3,123,111,0.2,--,2023-09-15
T. D'Annunzio Pescara (PE),Accettabile,23,13,36,n.d.,0,108,96,0.1,--,2023-09-15
Via Amiternum L'Aquila (AQ),Mediocre,20,12,29,--,3,121,106,0.2,--,2023-09-15
Via Firenze Pescara (PE),Accettabile,29,15,62,0.79,--,--,--,0.5,--,2023-09-15
Via Sacco Pescara (PE),Mediocre,24,--,47,--,--,127,117,--,--,2023-09-15
Arischia L'Aquila (AQ),Accettabile,--,--,3,--,--,111,102,0.3,--,2023-09-14
Atessa Atessa (CH),Accettabile,23,--,--,0.36,--,--,--,0.5,--,2023-09-14
Castel Di Sangro Castel Di Sangro (AQ),Mediocre,18,14,44,0.44,--,122,115,--,--,2023-09-14
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,7,--,--,130,122,0.2,--,2023-09-14
Francavilla Francavilla al mare (CH),Accettabile,21,14,36,--,--,114,104,0.2,--,2023-09-14
Gammarana Teramo (TE),Buona,--,n.d.,30,--,--,--,--,--,--,2023-09-14
Montesilvano Montesilvano (PE),Accettabile,24,16,32,0.19,--,--,--,0.4,--,2023-09-14
Ortona Villa Caldari Ortona (CH),Mediocre,22,15,12,0.26,--,124,113,0.2,--,2023-09-14
Porta Reale Teramo (TE),Accettabile,22,--,81,n.d.,--,--,--,0.5,--,2023-09-14
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-14
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,4,--,--,150,130,0.1,439.3,2023-09-14
Scuola Antonelli Chieti Scalo (CH),Mediocre,29,20,47,--,3,135,118,0.3,--,2023-09-14
T. D'Annunzio Pescara (PE),Accettabile,28,15,36,n.d.,0,106,92,0.1,--,2023-09-14
Via Amiternum L'Aquila (AQ),Accettabile,17,11,40,--,3,104,98,0.2,--,2023-09-14
Via Firenze Pescara (PE),Accettabile,29,17,66,0.79,--,--,--,0.5,--,2023-09-14
Via Sacco Pescara (PE),Mediocre,26,--,49,--,--,122,110,--,--,2023-09-14
Arischia L'Aquila (AQ),Accettabile,--,--,5,--,--,116,113,0.4,--,2023-09-13
Atessa Atessa (CH),Accettabile,24,--,--,0.36,--,--,--,0.3,--,2023-09-13
Castel Di Sangro Castel Di Sangro (AQ),Mediocre,22,17,44,0.45,--,149,136,--,--,2023-09-13
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,7,--,--,139,121,0.2,--,2023-09-13
Francavilla Francavilla al mare (CH),Accettabile,24,17,30,--,--,115,105,0.2,--,2023-09-13
Gammarana Teramo (TE),Buona,--,n.d.,25,--,--,--,--,--,--,2023-09-13
Montesilvano Montesilvano (PE),Accettabile,26,17,45,0.19,--,--,--,0.4,--,2023-09-13
Ortona Villa Caldari Ortona (CH),Mediocre,24,15,29,0.21,--,123,113,1.2,--,2023-09-13
Porta Reale Teramo (TE),Accettabile,21,--,71,n.d.,--,--,--,0.4,--,2023-09-13
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-13
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,10,--,--,153,139,0.2,436.5,2023-09-13
Scuola Antonelli Chieti Scalo (CH),Mediocre,27,20,42,--,3,133,121,0.2,--,2023-09-13
T. D'Annunzio Pescara (PE),Accettabile,28,18,33,n.d.,0,99,92,0.2,--,2023-09-13
Via Amiternum L'Aquila (AQ),Accettabile,n.d.,n.d.,32,--,3,113,111,0.2,--,2023-09-13
Via Firenze Pescara (PE),Accettabile,28,19,66,0.74,--,--,--,0.5,--,2023-09-13
Via Sacco Pescara (PE),Accettabile,27,--,64,--,--,119,112,--,--,2023-09-13
Arischia L'Aquila (AQ),Mediocre,--,--,4,--,--,123,111,0.6,--,2023-09-12
Atessa Atessa (CH),Buona,19,--,--,0.34,--,--,--,0.3,--,2023-09-12
Castel Di Sangro Castel Di Sangro (AQ),Mediocre,16,14,41,0.40,--,121,109,--,--,2023-09-12
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,6,--,--,130,118,0.2,--,2023-09-12
Francavilla Francavilla al mare (CH),Accettabile,31,16,29,--,--,117,110,0.2,--,2023-09-12
Gammarana Teramo (TE),Buona,--,n.d.,30,--,--,--,--,--,--,2023-09-12
Montesilvano Montesilvano (PE),Accettabile,24,16,51,0.27,--,--,--,0.4,--,2023-09-12
Ortona Villa Caldari Ortona (CH),Accettabile,22,15,31,0.22,--,120,114,0.2,--,2023-09-12
Porta Reale Teramo (TE),Accettabile,25,--,62,n.d.,--,--,--,0.3,--,2023-09-12
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-12
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,4,--,--,139,123,0.2,433.3,2023-09-12
Scuola Antonelli Chieti Scalo (CH),Mediocre,26,17,38,--,3,126,117,0.2,--,2023-09-12
T. D'Annunzio Pescara (PE),Scadente,28,27,41,n.d.,0,102,96,0.2,--,2023-09-12
Via Amiternum L'Aquila (AQ),Mediocre,n.d.,n.d.,29,--,4,121,115,0.3,--,2023-09-12
Via Firenze Pescara (PE),Accettabile,25,16,70,0.78,--,--,--,0.5,--,2023-09-12
Via Sacco Pescara (PE),Mediocre,27,--,61,--,--,121,116,--,--,2023-09-12
Arischia L'Aquila (AQ),Accettabile,--,--,2,--,--,113,110,0.5,--,2023-09-11
Atessa Atessa (CH),Buona,20,--,--,0.33,--,--,--,0.4,--,2023-09-11
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,18,15,37,0.41,--,112,106,--,--,2023-09-11
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,6,--,--,119,115,0.3,--,2023-09-11
Francavilla Francavilla al mare (CH),Accettabile,21,14,24,--,--,118,114,0.2,--,2023-09-11
Gammarana Teramo (TE),Accettabile,--,13,23,--,--,--,--,--,--,2023-09-11
Montesilvano Montesilvano (PE),Accettabile,22,16,51,0.27,--,--,--,0.4,--,2023-09-11
Ortona Villa Caldari Ortona (CH),Accettabile,22,13,24,0.22,--,117,112,0.2,--,2023-09-11
Porta Reale Teramo (TE),Accettabile,30,--,52,n.d.,--,--,--,0.2,--,2023-09-11
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-11
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,2,--,--,127,122,0.2,430.0,2023-09-11
Scuola Antonelli Chieti Scalo (CH),Mediocre,23,17,41,--,3,125,119,0.2,--,2023-09-11
T. D'Annunzio Pescara (PE),Accettabile,27,17,28,0.61,0,112,102,0.2,--,2023-09-11
Via Amiternum L'Aquila (AQ),Accettabile,n.d.,n.d.,29,--,4,114,112,0.3,--,2023-09-11
Via Firenze Pescara (PE),Accettabile,24,14,51,0.79,--,--,--,0.3,--,2023-09-11
Via Sacco Pescara (PE),Mediocre,23,--,56,--,--,129,123,--,--,2023-09-11
Arischia L'Aquila (AQ),Accettabile,--,--,3,--,--,119,110,0.5,--,2023-09-10
Atessa Atessa (CH),Buona,18,--,--,0.35,--,--,--,0.3,--,2023-09-10
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,20,16,41,0.40,--,117,111,--,--,2023-09-10
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,6,--,--,123,119,0.2,--,2023-09-10
Francavilla Francavilla al mare (CH),Mediocre,21,15,22,--,--,131,121,0.2,--,2023-09-10
Gammarana Teramo (TE),Accettabile,--,12,22,--,--,--,--,--,--,2023-09-10
Montesilvano Montesilvano (PE),Accettabile,23,16,70,0.25,--,--,--,0.4,--,2023-09-10
Ortona Villa Caldari Ortona (CH),Mediocre,20,13,15,0.21,--,122,116,0.2,--,2023-09-10
Porta Reale Teramo (TE),Accettabile,n.d.,--,58,n.d.,--,--,--,0.4,--,2023-09-10
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-10
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,3,--,--,131,122,0.2,430.8,2023-09-10
Scuola Antonelli Chieti Scalo (CH),Mediocre,25,17,34,--,4,127,123,0.2,--,2023-09-10
T. D'Annunzio Pescara (PE),Accettabile,26,14,27,0.54,0,117,110,0.1,--,2023-09-10
Via Amiternum L'Aquila (AQ),Accettabile,n.d.,n.d.,19,--,5,116,112,0.3,--,2023-09-10
Via Firenze Pescara (PE),Accettabile,26,16,48,0.68,--,--,--,0.3,--,2023-09-10
Via Sacco Pescara (PE),Mediocre,23,--,36,--,--,133,127,--,--,2023-09-10
Arischia L'Aquila (AQ),Accettabile,--,--,7,--,--,117,110,0.7,--,2023-09-09
Atessa Atessa (CH),Buona,18,--,--,0.34,--,--,--,0.3,--,2023-09-09
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,17,15,36,0.38,--,114,109,--,--,2023-09-09
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,6,--,--,123,115,0.2,--,2023-09-09
Francavilla Francavilla al mare (CH),Accettabile,24,14,30,--,--,120,114,0.2,--,2023-09-09
Gammarana Teramo (TE),Accettabile,--,14,22,--,--,--,--,--,--,2023-09-09
Montesilvano Montesilvano (PE),Accettabile,23,15,42,0.21,--,--,--,0.4,--,2023-09-09
Ortona Villa Caldari Ortona (CH),Accettabile,21,14,16,0.21,--,118,112,0.2,--,2023-09-09
Porta Reale Teramo (TE),Accettabile,28,--,61,n.d.,--,--,--,0.3,--,2023-09-09
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-09
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,3,--,--,122,117,0.2,435.1,2023-09-09
Scuola Antonelli Chieti Scalo (CH),Mediocre,25,18,37,--,4,127,119,0.2,--,2023-09-09
T. D'Annunzio Pescara (PE),Accettabile,25,13,40,0.47,0,113,107,0.1,--,2023-09-09
Via Amiternum L'Aquila (AQ),Accettabile,19,13,23,--,4,114,110,0.3,--,2023-09-09
Via Firenze Pescara (PE),Accettabile,24,14,51,0.62,--,--,--,0.3,--,2023-09-09
Via Sacco Pescara (PE),Mediocre,24,--,38,--,--,124,119,--,--,2023-09-09
Arischia L'Aquila (AQ),Accettabile,--,--,4,--,--,115,108,0.8,--,2023-09-08
Atessa Atessa (CH),Buona,13,--,--,0.31,--,--,--,0.3,--,2023-09-08
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,17,13,23,0.34,--,112,107,--,--,2023-09-08
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,4,--,--,113,110,0.2,--,2023-09-08
Francavilla Francavilla al mare (CH),Accettabile,19,12,41,--,--,114,109,0.2,--,2023-09-08
Gammarana Teramo (TE),Buona,--,8,22,--,--,--,--,--,--,2023-09-08
Montesilvano Montesilvano (PE),Accettabile,19,12,31,0.15,--,--,--,0.3,--,2023-09-08
Ortona Villa Caldari Ortona (CH),Accettabile,15,9,11,0.18,--,113,109,0.2,--,2023-09-08
Porta Reale Teramo (TE),Accettabile,22,--,48,1.10,--,--,--,0.4,--,2023-09-08
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-08
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,117,110,0.2,440.6,2023-09-08
Scuola Antonelli Chieti Scalo (CH),Accettabile,22,13,37,--,5,117,113,0.2,--,2023-09-08
T. D'Annunzio Pescara (PE),Accettabile,23,11,30,0.42,0,112,106,0.1,--,2023-09-08
Via Amiternum L'Aquila (AQ),Accettabile,18,11,27,--,5,113,107,0.3,--,2023-09-08
Via Firenze Pescara (PE),Accettabile,21,12,52,0.63,--,--,--,0.3,--,2023-09-08
Via Sacco Pescara (PE),Accettabile,19,--,40,--,--,117,113,--,--,2023-09-08
Arischia L'Aquila (AQ),Accettabile,--,--,2,--,--,106,102,0.6,--,2023-09-07
Atessa Atessa (CH),Buona,9,--,--,0.28,--,--,--,0.4,--,2023-09-07
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,16,14,19,0.30,--,101,99,--,--,2023-09-07
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,7,--,--,100,97,0.2,--,2023-09-07
Francavilla Francavilla al mare (CH),Accettabile,16,8,19,--,--,98,94,0.1,--,2023-09-07
Gammarana Teramo (TE),Buona,--,5,21,--,--,--,--,--,--,2023-09-07
Montesilvano Montesilvano (PE),Buona,18,10,28,0.19,--,--,--,0.3,--,2023-09-07
Ortona Villa Caldari Ortona (CH),Accettabile,14,8,6,0.16,--,99,96,0.1,--,2023-09-07
Porta Reale Teramo (TE),Buona,18,--,34,1.01,--,--,--,0.3,--,2023-09-07
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-07
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,109,102,0.2,423.7,2023-09-07
Scuola Antonelli Chieti Scalo (CH),Accettabile,18,10,41,--,3,103,99,0.2,--,2023-09-07
T. D'Annunzio Pescara (PE),Accettabile,19,8,27,0.33,0,98,93,0.1,--,2023-09-07
Via Amiternum L'Aquila (AQ),Accettabile,14,9,31,--,4,104,99,0.3,--,2023-09-07
Via Firenze Pescara (PE),Accettabile,17,10,49,0.65,--,--,--,0.3,--,2023-09-07
Via Sacco Pescara (PE),Accettabile,17,--,44,--,--,97,96,--,--,2023-09-07
Arischia L'Aquila (AQ),Accettabile,--,--,7,--,--,101,101,0.3,--,2023-09-06
Atessa Atessa (CH),Buona,14,--,--,0.29,--,--,--,0.3,--,2023-09-06
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,12,8,18,0.28,--,95,95,--,--,2023-09-06
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,1,--,--,96,94,0.2,--,2023-09-06
Francavilla Francavilla al mare (CH),Accettabile,21,7,8,--,--,95,95,0.1,--,2023-09-06
Gammarana Teramo (TE),Buona,--,5,10,--,--,--,--,--,--,2023-09-06
Montesilvano Montesilvano (PE),Accettabile,22,9,29,0.14,--,--,--,0.3,--,2023-09-06
Ortona Villa Caldari Ortona (CH),Accettabile,15,7,9,0.15,--,94,91,0.1,--,2023-09-06
Porta Reale Teramo (TE),Buona,14,--,39,0.95,--,--,--,0.4,--,2023-09-06
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-06
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,97,96,0.2,420.9,2023-09-06
Scuola Antonelli Chieti Scalo (CH),Accettabile,13,8,22,--,2,97,93,0.1,--,2023-09-06
T. D'Annunzio Pescara (PE),Mediocre,36,8,12,0.25,0,91,91,0.1,--,2023-09-06
Via Amiternum L'Aquila (AQ),Accettabile,11,6,17,--,3,94,91,0.3,--,2023-09-06
Via Firenze Pescara (PE),Buona,n.d.,n.d.,18,0.50,--,--,--,0.3,--,2023-09-06
Via Sacco Pescara (PE),Accettabile,17,--,13,--,--,102,99,--,--,2023-09-06
Arischia L'Aquila (AQ),Accettabile,--,--,2,--,--,103,101,0.4,--,2023-09-05
Atessa Atessa (CH),Buona,10,--,--,0.28,--,--,--,0.4,--,2023-09-05
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,13,9,23,0.30,--,114,95,--,--,2023-09-05
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,5,--,--,99,95,0.2,--,2023-09-05
Francavilla Francavilla al mare (CH),Accettabile,24,9,23,--,--,96,94,0.1,--,2023-09-05
Gammarana Teramo (TE),Buona,--,6,12,--,--,--,--,--,--,2023-09-05
Montesilvano Montesilvano (PE),Accettabile,23,11,30,0.20,--,--,--,0.3,--,2023-09-05
Ortona Villa Caldari Ortona (CH),Accettabile,15,7,11,0.19,--,119,112,0.2,--,2023-09-05
Porta Reale Teramo (TE),Buona,12,--,35,0.85,--,--,--,0.3,--,2023-09-05
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-05
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Mediocre,--,--,2,--,--,122,101,0.2,426.7,2023-09-05
Scuola Antonelli Chieti Scalo (CH),Accettabile,18,10,51,--,2,97,94,0.2,--,2023-09-05
T. D'Annunzio Pescara (PE),Pessima,124,19,25,0.34,0,94,91,0.1,--,2023-09-05
Via Amiternum L'Aquila (AQ),Accettabile,11,7,27,--,3,99,93,0.3,--,2023-09-05
Via Firenze Pescara (PE),Accettabile,34,9,55,0.61,--,--,--,0.2,--,2023-09-05
Via Sacco Pescara (PE),Accettabile,20,--,54,--,--,101,97,--,--,2023-09-05
Arischia L'Aquila (AQ),Accettabile,--,--,3,--,--,105,96,0.4,--,2023-09-04
Atessa Atessa (CH),Buona,11,--,--,0.27,--,--,--,0.3,--,2023-09-04
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,9,6,30,0.31,--,105,101,--,--,2023-09-04
Cepagatti ASL Cepagatti (PE),Mediocre,--,--,4,--,--,126,115,0.1,--,2023-09-04
Francavilla Francavilla al mare (CH),Mediocre,13,8,24,--,--,121,109,0.1,--,2023-09-04
Gammarana Teramo (TE),Buona,--,7,18,--,--,--,--,--,--,2023-09-04
Montesilvano Montesilvano (PE),Accettabile,13,7,43,0.20,--,--,--,0.3,--,2023-09-04
Ortona Villa Caldari Ortona (CH),Accettabile,13,7,19,0.19,--,117,111,0.1,--,2023-09-04
Porta Reale Teramo (TE),Buona,13,--,30,0.78,--,--,--,0.2,--,2023-09-04
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-04
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,114,107,0.2,432.0,2023-09-04
Scuola Antonelli Chieti Scalo (CH),Mediocre,17,10,23,--,2,130,118,0.2,--,2023-09-04
T. D'Annunzio Pescara (PE),Accettabile,18,7,29,0.34,0,109,101,0.1,--,2023-09-04
Via Amiternum L'Aquila (AQ),Accettabile,9,5,15,--,3,106,100,0.2,--,2023-09-04
Via Firenze Pescara (PE),Accettabile,15,8,43,0.73,--,--,--,0.3,--,2023-09-04
Via Sacco Pescara (PE),Mediocre,16,--,33,--,--,129,120,--,--,2023-09-04
Arischia L'Aquila (AQ),Accettabile,--,--,4,--,--,105,99,0.3,--,2023-09-03
Atessa Atessa (CH),Buona,13,--,--,0.27,--,--,--,0.3,--,2023-09-03
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,11,8,38,0.33,--,103,97,--,--,2023-09-03
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,6,--,--,111,103,0.2,--,2023-09-03
Francavilla Francavilla al mare (CH),Accettabile,12,7,25,--,--,103,99,0.1,--,2023-09-03
Gammarana Teramo (TE),Buona,--,8,17,--,--,--,--,--,--,2023-09-03
Montesilvano Montesilvano (PE),Accettabile,12,7,47,0.22,--,--,--,0.3,--,2023-09-03
Ortona Villa Caldari Ortona (CH),Accettabile,10,5,19,0.17,--,101,99,0.1,--,2023-09-03
Porta Reale Teramo (TE),Buona,11,--,39,0.74,--,--,--,0.2,--,2023-09-03
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-03
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,117,110,0.2,433.4,2023-09-03
Scuola Antonelli Chieti Scalo (CH),Accettabile,15,9,32,--,2,107,103,0.2,--,2023-09-03
T. D'Annunzio Pescara (PE),Accettabile,14,9,33,0.29,0,92,86,0.1,--,2023-09-03
Via Amiternum L'Aquila (AQ),Accettabile,11,6,20,--,3,106,102,0.2,--,2023-09-03
Via Firenze Pescara (PE),Accettabile,13,8,66,0.72,--,--,--,0.4,--,2023-09-03
Via Sacco Pescara (PE),Accettabile,13,--,55,--,--,110,106,--,--,2023-09-03
Arischia L'Aquila (AQ),Accettabile,--,--,5,--,--,98,94,0.4,--,2023-09-02
Atessa Atessa (CH),Buona,13,--,--,0.25,--,--,--,0.4,--,2023-09-02
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,12,7,41,0.33,--,104,95,--,--,2023-09-02
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,6,--,--,104,99,0.2,--,2023-09-02
Francavilla Francavilla al mare (CH),Accettabile,11,6,22,--,--,103,96,0.1,--,2023-09-02
Gammarana Teramo (TE),Buona,--,6,17,--,--,--,--,--,--,2023-09-02
Montesilvano Montesilvano (PE),Buona,13,7,40,0.22,--,--,--,0.3,--,2023-09-02
Ortona Villa Caldari Ortona (CH),Accettabile,9,5,13,0.18,--,105,99,0.0,--,2023-09-02
Porta Reale Teramo (TE),Accettabile,12,--,58,0.66,--,--,--,0.3,--,2023-09-02
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-02
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,111,105,0.2,435.0,2023-09-02
Scuola Antonelli Chieti Scalo (CH),Accettabile,15,9,23,--,2,103,98,0.2,--,2023-09-02
T. D'Annunzio Pescara (PE),Accettabile,12,4,30,0.22,0,93,84,0.1,--,2023-09-02
Via Amiternum L'Aquila (AQ),Accettabile,10,6,18,--,3,99,93,0.2,--,2023-09-02
Via Firenze Pescara (PE),Accettabile,13,6,46,0.48,--,--,--,0.3,--,2023-09-02
Via Sacco Pescara (PE),Accettabile,14,--,44,--,--,108,103,--,--,2023-09-02
Arischia L'Aquila (AQ),Accettabile,--,--,3,--,--,87,86,0.4,--,2023-09-01
Atessa Atessa (CH),Buona,8,--,--,n.d.,--,--,--,0.4,--,2023-09-01
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,11,6,40,0.28,--,90,84,--,--,2023-09-01
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,5,--,--,96,92,0.1,--,2023-09-01
Francavilla Francavilla al mare (CH),Accettabile,11,5,22,--,--,95,91,0.1,--,2023-09-01
Gammarana Teramo (TE),Buona,--,4,17,--,--,--,--,--,--,2023-09-01
Montesilvano Montesilvano (PE),Buona,n.d.,n.d.,33,0.22,--,--,--,0.3,--,2023-09-01
Ortona Villa Caldari Ortona (CH),Accettabile,8,4,9,0.18,--,95,92,0.0,--,2023-09-01
Porta Reale Teramo (TE),Buona,8,--,30,0.58,--,--,--,0.2,--,2023-09-01
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-09-01
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,103,98,0.1,432.2,2023-09-01
Scuola Antonelli Chieti Scalo (CH),Accettabile,10,5,22,--,2,93,91,0.1,--,2023-09-01
T. D'Annunzio Pescara (PE),Accettabile,n.d.,n.d.,26,0.19,0,83,78,0.1,--,2023-09-01
Via Amiternum L'Aquila (AQ),Accettabile,8,4,16,--,3,90,85,0.2,--,2023-09-01
Via Firenze Pescara (PE),Accettabile,11,5,45,0.47,--,--,--,0.3,--,2023-09-01
Via Sacco Pescara (PE),Accettabile,15,--,43,--,--,102,99,--,--,2023-09-01
Arischia L'Aquila (AQ),Accettabile,--,--,3,--,--,87,81,0.3,--,2023-08-31
Atessa Atessa (CH),Buona,8,--,--,0.15,--,--,--,0.4,--,2023-08-31
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,9,5,58,0.23,--,93,85,--,--,2023-08-31
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,7,--,--,96,91,0.1,--,2023-08-31
Francavilla Francavilla al mare (CH),Accettabile,14,5,12,--,--,91,88,0.1,--,2023-08-31
Gammarana Teramo (TE),Buona,--,2,15,--,--,--,--,--,--,2023-08-31
Montesilvano Montesilvano (PE),Buona,10,5,25,0.14,--,--,--,0.2,--,2023-08-31
Ortona Villa Caldari Ortona (CH),Accettabile,n.d.,n.d.,9,0.18,--,95,93,0.1,--,2023-08-31
Porta Reale Teramo (TE),Buona,4,--,40,0.60,--,--,--,0.3,--,2023-08-31
S. Gregorio S. GREGORIO (AQ),n.d.,--,--,n.d.,--,--,n.d.,n.d.,n.d.,--,2023-08-31
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,96,93,0.1,428.7,2023-08-31
Scuola Antonelli Chieti Scalo (CH),Accettabile,10,5,17,--,2,97,90,0.1,--,2023-08-31
T. D'Annunzio Pescara (PE),Buona,12,4,23,0.14,0,80,79,0.1,--,2023-08-31
Via Amiternum L'Aquila (AQ),Accettabile,7,2,21,--,3,87,83,0.2,--,2023-08-31
Via Firenze Pescara (PE),Buona,11,4,34,0.42,--,--,--,0.2,--,2023-08-31
Via Sacco Pescara (PE),Accettabile,13,--,34,--,--,101,97,--,--,2023-08-31
